reclat,reclon,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.82229806,42.9511638,0,0,196,208.641317,2020/10/30 16:40:27+00,,,,,,,,,,,,,,,,,,,,,
-78.82231816,42.95115115,0,0,197,208.6099282,2020/10/30 16:40:29+00,,,,,,,,,,,,,,,,,,,,,
-78.82229587,42.9511258,0,0,198,208.7629155,2020/10/30 16:40:31+00,,,,,,,,,,,,,,,,,,,,,
-78.82225236,42.95113909,0,0,199,208.9993293,2020/10/30 16:40:33+00,,,,,,,,,,,,,,,,,,,,,
-78.82226731,42.95115834,0,0,200,209.1322609,2020/10/30 16:40:35+00,,,,,,,,,,,,,,,,,,,,,
-78.82230773,42.95115273,0,0,201,210.0636194,2020/10/30 16:40:37+00,,,,,,,,,,,,,,,,,,,,,
-78.82233141,42.95114024,0,0,202,208.8439488,2020/10/30 16:40:38+00,,,,,,,,,,,,,,,,,,,,,
-78.8223303,42.9511197,0,0,203,208.72543,2020/10/30 16:40:40+00,,,,,,,,,,,,,,,,,,,,,
-78.82229674,42.95112347,0,0,204,207.3447527,2020/10/30 16:40:42+00,,,,,,,,,,,,,,,,,,,,,
-78.82227522,42.9511398,0,0,205,207.9254353,2020/10/30 16:40:43+00,,,,,,,,,,,,,,,,,,,,,
-78.82228311,42.95115904,0,0,206,208.3433745,2020/10/30 16:40:45+00,,,,,,,,,,,,,,,,,,,,,
-78.82231048,42.95115394,0,0,207,209.5645747,2020/10/30 16:40:47+00,,,,,,,,,,,,,,,,,,,,,
-78.82233148,42.95112422,0,0,208,209.0531253,2020/10/30 16:40:49+00,,,,,,,,,,,,,,,,,,,,,
-78.82231085,42.9510929,0,0,209,208.7096092,2020/10/30 16:40:51+00,,,,,,,,,,,,,,,,,,,,,
-78.82228935,42.95110698,0,0,210,208.4168638,2020/10/30 16:40:52+00,,,,,,,,,,,,,,,,,,,,,
-78.82226706,42.95112703,0,0,211,209.129479,2020/10/30 16:40:54+00,,,,,,,,,,,,,,,,,,,,,
-78.82229506,42.95113228,0,0,212,209.0751714,2020/10/30 16:40:56+00,,,,,,,,,,,,,,,,,,,,,
-78.82232141,42.95112418,0,0,213,208.7878586,2020/10/30 16:40:57+00,,,,,,,,,,,,,,,,,,,,,
-78.82234488,42.95110177,0,0,214,208.9102637,2020/10/30 16:40:59+00,,,,,,,,,,,,,,,,,,,,,
-78.82235527,42.95107531,0,0,215,208.7336626,2020/10/30 16:41:00+00,,,,,,,,,,,,,,,,,,,,,
-78.82239668,42.95105089,0,0,216,208.4663024,2020/10/30 16:41:02+00,,,,,,,,,,,,,,,,,,,,,
-78.82243043,42.95103956,0,0,217,208.516697,2020/10/30 16:41:04+00,,,,,,,,,,,,,,,,,,,,,
-78.82245997,42.95102571,0,0,218,208.5492373,2020/10/30 16:41:06+00,,,,,,,,,,,,,,,,,,,,,
